case,suite,status,eligible,database_mode,backend_name,backend_version,mode,tp_size,pp_size,attention_dp_size,moe_tp_size,moe_ep_size,ctx_tokens,ttft_ms,tpot_ms,request_latency_ms,tokens_s,memory_gb,gpus,concurrency,kv_cache_warning,error
parallelism/vllm-tp8-pp2-ep4,parallelism,error,False,SILICON,vllm,0.24.0,agg,8,2,1,2,4,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 2, moe_ep_size: 4 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/vllm/0.24.0"
parallelism/vllm-tp8-pp2-ep8,parallelism,ok,False,SILICON,vllm,0.24.0,agg,8,2,1,1,8,1000,381.8368185626497,22.333380468791244,22692.8839068851,88.04522193822177,94.83037090301514,16,2,,
parallelism/vllm-tp4-pp4-ep1,parallelism,ok,False,SILICON,vllm,0.24.0,agg,4,4,1,4,1,1000,481.69645312338923,25.977824490560515,26433.543119193346,151.17156190456026,92.39484214782715,16,4,,
parallelism/vllm-tp4-pp4-ep2,parallelism,error,False,SILICON,vllm,0.24.0,agg,4,4,1,2,2,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 2, moe_ep_size: 2 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/vllm/0.24.0"
parallelism/vllm-tp4-pp4-ep4,parallelism,ok,False,SILICON,vllm,0.24.0,agg,4,4,1,1,4,1000,543.0885804465398,26.417658560766203,26934.329482651978,148.36084939756037,92.39484214782715,16,4,,
parallelism/vllm-tp2-pp8-ep1,parallelism,ok,False,SILICON,vllm,0.24.0,agg,2,8,1,2,1,1000,731.6378480774366,33.895533915150736,34593.27622931302,231.0275542282371,91.53163719177246,16,8,,
parallelism/vllm-tp2-pp8-ep2,parallelism,ok,False,SILICON,vllm,0.24.0,agg,2,8,1,1,2,1000,775.1672601086103,34.15931613026914,34900.32407424748,228.9950082697713,91.53163719177246,16,8,,
parallelism/vllm-tp1-pp16-ep1,parallelism,ok,False,SILICON,vllm,0.24.0,agg,1,16,1,1,1,1000,1248.546934025602,51.36592140726784,52563.10241988618,304.0916396508738,91.62258338928223,16,16,,
parallelism/sglang-tp16-pp1-ep1,parallelism,ok,True,SILICON,sglang,0.5.14,agg,16,1,1,16,1,1000,761.5917110062358,27.200925237444455,27935.316023213247,36.22904320341086,100.92324442863465,16,1,,
parallelism/sglang-tp16-pp1-ep2,parallelism,error,False,SILICON,sglang,0.5.14,agg,16,1,1,8,2,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 8, moe_ep_size: 2 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14"
parallelism/sglang-tp16-pp1-ep4,parallelism,error,False,SILICON,sglang,0.5.14,agg,16,1,1,4,4,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 4, moe_ep_size: 4 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14"
parallelism/sglang-tp16-pp1-ep8,parallelism,error,False,SILICON,sglang,0.5.14,agg,16,1,1,2,8,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 2, moe_ep_size: 8 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14"
parallelism/sglang-tp16-pp1-ep16,parallelism,error,False,SILICON,sglang,0.5.14,agg,16,1,1,1,16,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 16 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14"
parallelism/sglang-tp8-pp2-ep1,parallelism,ok,False,SILICON,sglang,0.5.14,agg,8,2,1,8,1,1000,540.9006197474399,20.400859836970763,20921.359596881233,96.68454509699383,95.65983338356018,16,2,,
parallelism/sglang-tp8-pp2-ep2,parallelism,error,False,SILICON,sglang,0.5.14,agg,8,2,1,4,2,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 4, moe_ep_size: 2 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14"
parallelism/sglang-tp8-pp2-ep4,parallelism,error,False,SILICON,sglang,0.5.14,agg,8,2,1,2,4,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 2, moe_ep_size: 4 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14"
parallelism/sglang-tp8-pp2-ep8,parallelism,error,False,SILICON,sglang,0.5.14,agg,8,2,1,1,8,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 8 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14"
parallelism/sglang-tp4-pp4-ep1,parallelism,ok,False,SILICON,sglang,0.5.14,agg,4,4,1,4,1,1000,779.0722081859348,24.78012977961617,25534.42185802249,158.7895269056913,93.2243046283722,16,4,,
parallelism/sglang-tp4-pp4-ep2,parallelism,error,False,SILICON,sglang,0.5.14,agg,4,4,1,2,2,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 2, moe_ep_size: 2 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14"
parallelism/sglang-tp4-pp4-ep4,parallelism,error,False,SILICON,sglang,0.5.14,agg,4,4,1,1,4,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 4 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14"
parallelism/sglang-tp2-pp8-ep1,parallelism,ok,False,SILICON,sglang,0.5.14,agg,2,8,1,2,1,1000,1253.1477390510724,33.52806637338803,34747.68604606571,233.99833105851715,92.41093392372132,16,8,,
parallelism/sglang-tp2-pp8-ep2,parallelism,error,False,SILICON,sglang,0.5.14,agg,2,8,1,1,2,1000,,,,,,,,,"PerfDataNotAvailableError: perf database error: MoE data missing for MoeKey { quant: ""w4a16_mxfp4"", distribution: ""power_law_1.01"", topk: 16, num_experts: 896, hidden_size: 3584, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 2 } at /Users/mimehta/aiconfigurator/.venv/lib/python3.12/site-packages/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14"
parallelism/sglang-tp1-pp16-ep1,parallelism,ok,False,SILICON,sglang,0.5.14,agg,1,16,1,1,1,1000,2287.7968464756104,50.12877417387329,52366.44224617503,311.68375936772424,92.61633892059326,16,16,,
refinement/vllm-ep1-ctx128,refinement,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,16,1,128,1247.7406415316061,30.838832284714027,32055.73409396092,31.1644711386661,100.0937819480896,16,1,,
refinement/vllm-ep1-ctx256,refinement,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,16,1,256,780.4643074179179,30.838832284714027,31588.45775984723,31.625475596021353,100.0937819480896,16,1,,
refinement/vllm-ep1-ctx512,refinement,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,16,1,512,535.2772225172566,30.838832284714027,31343.27067494657,31.872870268083567,100.0937819480896,16,1,,
refinement/vllm-ep1-ctx1000,refinement,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,415.26290212142703,30.838832284714027,31223.25635455074,31.995381540477833,100.0937819480896,16,1,,
refinement/vllm-ep1-ctx2048,refinement,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,16,1,2048,633.5482757002193,30.838832284714027,31441.541728129534,31.77325109049068,100.1609206199646,16,1,,
refinement/vllm-ep16-ctx128,refinement,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,1,16,128,1410.1740704866843,33.313558747078226,34690.41925881783,28.797576430157093,100.0937819480896,16,1,,
refinement/vllm-ep16-ctx256,refinement,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,1,16,256,883.4336677694805,33.313558747078226,34163.678856100625,29.241581511401197,100.0937819480896,16,1,,
refinement/vllm-ep16-ctx512,refinement,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,1,16,512,581.6876259596395,33.313558747078226,33861.93281429078,29.502155280941054,100.0937819480896,16,1,,
refinement/vllm-ep16-ctx1000,refinement,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,430.8203750656867,33.313558747078226,33711.06556339683,29.634186380768256,100.0937819480896,16,1,,
refinement/vllm-ep16-ctx2048,refinement,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,1,16,2048,649.5659949690181,33.313558747078226,33929.81118330016,29.443134670071363,100.1609206199646,16,1,,
refinement/sglang-ep1-ctx128,refinement,ok,True,SILICON,sglang,0.5.14,agg,16,1,1,16,1,128,2753.51544518714,27.200925237444455,29927.23975739415,36.55765589420837,100.8264967918396,16,1,,
refinement/sglang-ep1-ctx256,refinement,ok,True,SILICON,sglang,0.5.14,agg,16,1,1,16,1,256,1571.3801194658563,27.200925237444455,28745.104431672866,36.50601142391121,100.8264967918396,16,1,,
refinement/sglang-ep1-ctx512,refinement,ok,True,SILICON,sglang,0.5.14,agg,16,1,1,16,1,512,1017.5510988827409,27.200925237444455,28191.27541108975,36.413825277725074,100.82670736312866,16,1,,
refinement/sglang-ep1-ctx1000,refinement,ok,True,SILICON,sglang,0.5.14,agg,16,1,1,16,1,1000,761.5917110062358,27.200925237444455,27935.316023213247,36.22904320341086,100.92324442863465,16,1,,
refinement/sglang-ep1-ctx2048,refinement,ok,True,SILICON,sglang,0.5.14,agg,16,1,1,16,1,2048,1237.5544622812833,27.200925237444455,28411.278774488295,35.90287623005943,101.13056173324586,16,1,,
refinement/vllm-ep1-hybrid,refinement,ok,True,HYBRID,vllm,0.24.0,agg,16,1,1,16,1,1000,415.26290212142703,30.838832284714027,31223.25635455074,31.995381540477833,100.0937819480896,16,1,,
refinement/vllm-ep2-hybrid,refinement,error,False,HYBRID,vllm,0.24.0,agg,16,1,1,8,2,1000,,,,,,,,,"EmpiricalNotImplementedError: empirical estimation not implemented: No empirical utilisation data to estimate this op at query=[1000.0]: no own-shape, cross-shape, or sibling transfer reference available."
refinement/vllm-ep4-hybrid,refinement,error,False,HYBRID,vllm,0.24.0,agg,16,1,1,4,4,1000,,,,,,,,,"EmpiricalNotImplementedError: empirical estimation not implemented: No empirical utilisation data to estimate this op at query=[1000.0]: no own-shape, cross-shape, or sibling transfer reference available."
refinement/vllm-ep8-hybrid,refinement,error,False,HYBRID,vllm,0.24.0,agg,16,1,1,2,8,1000,,,,,,,,,"EmpiricalNotImplementedError: empirical estimation not implemented: No empirical utilisation data to estimate this op at query=[1000.0]: no own-shape, cross-shape, or sibling transfer reference available."
refinement/vllm-ep16-hybrid,refinement,ok,True,HYBRID,vllm,0.24.0,agg,16,1,1,1,16,1000,430.8203750656867,33.313558747078226,33711.06556339683,29.634186380768256,100.0937819480896,16,1,,
refinement/vllm-disagg-8-plus-8,refinement,error,False,SILICON,vllm,0.24.0,disagg,8,1,1,8,1,1000,,,,,,,,,"RuntimeError: OOM: the model 'moonshotai/Kimi-K3' does not fit in GPU memory on system 'h200_sxm' with the given parallelism. Try increasing tp_size/pp_size, using a quantized model, or using a system with more VRAM per GPU."
refinement/sglang-ep1-hybrid,refinement,ok,True,HYBRID,sglang,0.5.14,agg,16,1,1,16,1,1000,761.5917110062358,27.200925237444455,27935.316023213247,36.22904320341086,100.92324442863465,16,1,,
refinement/sglang-ep2-hybrid,refinement,ok,True,HYBRID,sglang,0.5.14,agg,16,1,1,8,2,1000,873.2706868686848,33.21644420267686,34056.49844534287,29.694279196152035,100.92324442863465,16,1,,
refinement/sglang-ep4-hybrid,refinement,ok,True,HYBRID,sglang,0.5.14,agg,16,1,1,4,4,1000,887.0030134946942,33.71139610523563,34564.68772262509,29.257982077943335,100.92324442863465,16,1,,
refinement/sglang-ep8-hybrid,refinement,ok,True,HYBRID,sglang,0.5.14,agg,16,1,1,2,8,1000,942.370426279768,747.2157151538464,747410.8698649723,1.3374129849111813,100.92324442863465,16,1,,
refinement/sglang-ep16-hybrid,refinement,ok,True,HYBRID,sglang,0.5.14,agg,16,1,1,1,16,1000,1004.0628104275833,1363.2032784811274,1362844.1380130737,0.7332817651795531,100.92324442863465,16,1,,
refinement/sglang-disagg-8-plus-8,refinement,error,False,SILICON,sglang,0.5.14,disagg,8,1,1,8,1,1000,,,,,,,,,"RuntimeError: OOM: the model 'moonshotai/Kimi-K3' does not fit in GPU memory on system 'h200_sxm' with the given parallelism. Try increasing tp_size/pp_size, using a quantized model, or using a system with more VRAM per GPU."
report/TP16-c1,report,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,415.26290212142703,30.838832284714027,31223.25635455074,31.995381540477833,100.0937819480896,16,1,,
report/TP16-c2,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,467.4265779926262,32.88340764455908,33317.95081490715,59.9676736153309,100.2760648727417,16,2,,
report/TP16-c4,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,519.9313304930056,37.339151945108526,37821.74412365642,105.65350944512937,100.6406307220459,16,4,,
report/TP16-c8,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,573.1750557187383,43.92222474067418,44451.47757165225,179.79154882124067,101.3697624206543,16,8,,
report/TP16-c16,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,628.0102982248166,56.582259479654056,57153.687518399216,279.6669942749424,102.8280258178711,16,16,,
report/TP16-c32,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,686.3036935428187,70.92927583697886,71544.6502546847,446.82586169895706,105.74455261230469,16,32,,
report/TP16-c64,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,750.9316130314517,95.41698107375394,96072.49570571164,665.4974405562249,111.5795761346817,16,64,,
report/TP16-c128,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,829.9321708774326,130.17180091927636,130871.56128923452,977.0801138178118,123.24991762638092,16,128,,
report/TP16-c256,report,error,False,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,,,,,,,,,"RuntimeError: OOM: the model 'moonshotai/Kimi-K3' does not fit in GPU memory on system 'h200_sxm' with the given parallelism (tp=16, pp=1, dp=1). Try increasing tp_size/pp_size, using a quantized model, or using a system with more VRAM per GPU."
report/TP16-c512,report,error,False,SILICON,vllm,0.24.0,agg,16,1,1,16,1,1000,,,,,,,,,"RuntimeError: OOM: the model 'moonshotai/Kimi-K3' does not fit in GPU memory on system 'h200_sxm' with the given parallelism (tp=16, pp=1, dp=1). Try increasing tp_size/pp_size, using a quantized model, or using a system with more VRAM per GPU."
report/TEP16-c1,report,ok,True,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,430.8203750656867,33.313558747078226,33711.06556339683,29.634186380768256,100.0937819480896,16,1,,
report/TEP16-c2,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,484.9051551318548,33.87994437402599,34330.969584783816,58.19818153011193,100.2760648727417,16,2,,
report/TEP16-c4,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,539.2995719297849,37.560056839770425,38061.79635486044,104.98716252759615,100.6406307220459,16,4,,
report/TEP16-c8,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,594.3648416753297,46.13772014305798,46685.94726459025,171.18641621869088,101.3697624206543,16,8,,
report/TEP16-c16,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,650.8749091799357,58.40611468719266,58998.583481685404,270.9217587395437,102.8280258178711,16,16,,
report/TEP16-c32,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,710.7108087766945,73.52103432434649,74158.22409879883,431.0782841483632,105.74455261230469,16,32,,
report/TEP16-c64,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,776.9388277501362,105.90517713097823,106576.2107815974,599.9087369602737,111.5795761346817,16,64,,
report/TEP16-c128,report,ok,False,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,857.2026775378865,149.7387112634002,150446.1752296747,849.9518170188612,123.24991762638092,16,128,,
report/TEP16-c256,report,error,False,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,,,,,,,,,"RuntimeError: OOM: the model 'moonshotai/Kimi-K3' does not fit in GPU memory on system 'h200_sxm' with the given parallelism (tp=16, pp=1, dp=1). Try increasing tp_size/pp_size, using a quantized model, or using a system with more VRAM per GPU."
report/TEP16-c512,report,error,False,SILICON,vllm,0.24.0,agg,16,1,1,1,16,1000,,,,,,,,,"RuntimeError: OOM: the model 'moonshotai/Kimi-K3' does not fit in GPU memory on system 'h200_sxm' with the given parallelism (tp=16, pp=1, dp=1). Try increasing tp_size/pp_size, using a quantized model, or using a system with more VRAM per GPU."
report/TP8xPP2-c1,report,ok,False,SILICON,vllm,0.24.0,agg,8,2,1,8,1,1000,349.54389164318945,20.889054449504133,21217.709286697816,94.16662152368265,94.83037090301514,16,2,,
report/TP8xPP2-c2,report,ok,False,SILICON,vllm,0.24.0,agg,8,2,1,8,1,1000,349.54389164318945,20.889054449504133,21217.709286697816,94.16662152368265,94.83037090301514,16,2,,
report/TP8xPP2-c4,report,ok,False,SILICON,vllm,0.24.0,agg,8,2,1,8,1,1000,393.4178407783247,23.654317027195976,24024.080550947107,166.33310862931089,95.1434383392334,16,4,,
report/TP8xPP2-c8,report,ok,False,SILICON,vllm,0.24.0,agg,8,2,1,8,1,1000,437.53306679588235,26.872186934476844,27282.84781433825,292.93129714266405,95.76957321166992,16,8,,
report/TP8xPP2-c16,report,ok,False,SILICON,vllm,0.24.0,agg,8,2,1,8,1,1000,482.1710356527372,33.63375727720691,34082.29455558244,468.9825086140491,97.02184295654297,16,16,,
report/TP8xPP2-c32,report,ok,False,SILICON,vllm,0.24.0,agg,8,2,1,8,1,1000,527.9348084171281,45.982640619894816,46464.59278769205,688.0077513230239,99.52638244628906,16,32,,
report/TP8xPP2-c64,report,ok,False,SILICON,vllm,0.24.0,agg,8,2,1,8,1,1000,577.1959400383432,59.37674145823914,59894.56065681924,1067.4758992947154,104.53546142578125,16,64,,
report/TP8xPP2-c128,report,ok,False,SILICON,vllm,0.24.0,agg,8,2,1,8,1,1000,629.1723644144671,85.68873530778146,86232.21893688814,1482.8796194330484,114.55558931827545,16,128,,
report/TP8xPP2-c256,report,ok,False,SILICON,vllm,0.24.0,agg,8,2,1,8,1,1000,690.3513473616739,111.97858412077466,112556.95688401556,2272.1296584406746,134.59613955020905,16,256,"Requested batch_size (128) exceeds estimated KV cache capacity (free_gpu_memory_fraction=backend default). The serving runtime will queue excess requests, causing significantly higher TTFT and inaccurate TPOT.",
report/TP8xPP2-c512,report,error,False,SILICON,vllm,0.24.0,agg,8,2,1,8,1,1000,,,,,,,,,"RuntimeError: OOM: the model 'moonshotai/Kimi-K3' does not fit in GPU memory on system 'h200_sxm' with the given parallelism (tp=8, pp=2, dp=1). Try increasing tp_size/pp_size, using a quantized model, or using a system with more VRAM per GPU."
report/TP8xDP2-c1,report,ok,False,SILICON,vllm,0.24.0,agg,8,1,2,1,16,1000,536.0075685516355,51.6321022246143,52116.47769094132,38.33720329006971,106.15431499481201,16,2,,
report/TP8xDP2-c2,report,ok,False,SILICON,vllm,0.24.0,agg,8,1,2,1,16,1000,536.0075685516355,51.6321022246143,52116.47769094132,38.33720329006971,106.15431499481201,16,2,,
report/TP8xDP2-c4,report,ok,False,SILICON,vllm,0.24.0,agg,8,1,2,1,16,1000,603.3319483936191,57.2214006566038,57767.511204340815,69.17383000740612,106.46738243103027,16,4,,
report/TP8xDP2-c8,report,ok,False,SILICON,vllm,0.24.0,agg,8,1,2,1,16,1000,671.0875665757485,64.16456477206465,64771.487773868335,123.38762431861761,107.0935173034668,16,8,,
report/TP8xDP2-c16,report,ok,False,SILICON,vllm,0.24.0,agg,8,1,2,1,16,1000,739.7775107555758,72.85548730828697,73522.40933173426,217.40310396902177,108.34578704833984,16,16,,
